Origin,Destination,Date range: 2024-08-27 - 2024-08-27 Time range: 00:00 - 01:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 00:00 - 01:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 01:00 - 02:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 01:00 - 02:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 02:00 - 03:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 02:00 - 03:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 03:00 - 04:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 03:00 - 04:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 04:00 - 05:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 04:00 - 05:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 05:00 - 06:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 05:00 - 06:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 06:00 - 07:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 06:00 - 07:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 07:00 - 08:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 07:00 - 08:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 08:00 - 09:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 08:00 - 09:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 09:00 - 10:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 09:00 - 10:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 10:00 - 11:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 10:00 - 11:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 11:00 - 12:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 11:00 - 12:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 12:00 - 13:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 12:00 - 13:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 13:00 - 14:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 13:00 - 14:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 14:00 - 15:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 14:00 - 15:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 15:00 - 16:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 15:00 - 16:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 16:00 - 17:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 16:00 - 17:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 17:00 - 18:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 17:00 - 18:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 18:00 - 19:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 18:00 - 19:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 19:00 - 20:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 19:00 - 20:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 20:00 - 21:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 20:00 - 21:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 21:00 - 22:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 21:00 - 22:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 22:00 - 23:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 22:00 - 23:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 23:00 - 00:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 23:00 - 00:00 Percent
Region 0,Region 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 17,0,0,1,0.006,1,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,1,0.002,1,0.002,0,0,0,0,0,0,0,0,1,0.003
Region 0,Region 18,0,0,1,0.006,1,0.008,2,0.025,0,0,0,0,0,0,0,0,0,0,0,0,7,0.014,1,0.002,1,0.003,1,0.003,3,0.008,2,0.005,2,0.005,0,0,0,0,2,0.004,1,0.002,1,0.002,2,0.005,1,0.003
Region 0,Region 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,1,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0
Region 0,Region 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,2,0.004,4,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0
Region 0,Region 21,0,0,1,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.005,1,0.002,1,0.002,2,0.005,1,0.003,1,0.003,2,0.005,0,0,0,0,0,0,3,0.006,2,0.004,3,0.007,1,0.003,0,0
Region 0,Region 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,2,0.005,2,0.004,1,0.002,0,0,1,0.003,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0
Region 0,Region 23,1,0.004,1,0.006,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,2,0.004,2,0.005,0,0,0,0,0,0,0,0,0,0,1,0.002,1,0.002,2,0.004,0,0,1,0.003,1,0.003
Region 0,Region 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,1,0.003
Region 0,Region 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,1,0.003,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,0,0,0,0,0,0,2,0.004,0,0,0,0,1,0.003
Region 0,Region 26,1,0.004,2,0.012,0,0,1,0.012,0,0,0,0,0,0,0,0,1,0.006,0,0,1,0.002,2,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.004,0,0,0,0,0,0
Region 0,Region 27,2,0.007,3,0.018,0,0,0,0,0,0,0,0,0,0,0,0,2,0.012,2,0.005,2,0.004,2,0.004,1,0.003,1,0.003,0,0,2,0.005,4,0.01,2,0.004,5,0.01,2,0.004,1,0.002,2,0.004,4,0.011,5,0.016
Region 0,Region 28,0,0,2,0.012,1,0.008,0,0,0,0,0,0,0,0,0,0,0,0,2,0.005,2,0.004,3,0.007,6,0.015,2,0.005,1,0.003,0,0,0,0,2,0.004,4,0.008,6,0.012,5,0.01,3,0.007,1,0.003,1,0.003
Region 0,Region 29,0,0,0,0,0,0,0,0,1,0.018,0,0,0,0,1,0.012,1,0.006,0,0,3,0.006,2,0.004,1,0.003,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,1,0.002,0,0,1,0.003,1,0.003
Region 0,Region 30,0,0,0,0,0,0,1,0.012,0,0,0,0,1,0.021,0,0,1,0.006,0,0,2,0.004,0,0,7,0.018,3,0.008,0,0,1,0.002,1,0.002,0,0,0,0,1,0.002,0,0,3,0.007,0,0,0,0
Region 0,Region 31,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012,0,0,0,0,0,0,1,0.002,0,0,1,0.003,0,0,1,0.002,2,0.005,0,0,1,0.002,0,0,0,0,1,0.002,0,0,0,0
Region 0,Region 32,1,0.004,0,0,1,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0,1,0.002,1,0.002,0,0,1,0.002,0,0,0,0,1,0.003
Region 0,Region 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,0,0,0,0,1,0.002,2,0.004,0,0,0,0
Region 0,Region 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 36,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.024,56,0.148,1,0.002,8,0.017,4,0.01,1,0.003,3,0.008,4,0.01,4,0.01,1,0.002,6,0.011,3,0.006,2,0.004,2,0.004,0,0,1,0.003
Region 0,Region 37,0,0,6,0.035,1,0.008,1,0.012,0,0,0,0,1,0.021,0,0,4,0.024,3,0.008,10,0.02,7,0.015,7,0.018,4,0.011,3,0.008,8,0.02,7,0.017,11,0.023,8,0.015,5,0.01,10,0.02,13,0.028,7,0.018,6,0.019
Region 0,Region 38,1,0.004,1,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.004,1,0.002,2,0.005,1,0.003,0,0,0,0,0,0,0,0,0,0,1,0.002,1,0.002,2,0.004,2,0.005,0,0
Region 0,Region 39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003
Region 0,Region 40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 41,0,0,0,0,1,0.008,0,0,0,0,0,0,0,0,1,0.012,3,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 43,4,0.014,0,0,1,0.008,0,0,1,0.018,0,0,1,0.021,0,0,0,0,3,0.008,2,0.004,9,0.02,6,0.015,5,0.013,6,0.015,5,0.012,8,0.019,12,0.025,8,0.015,3,0.006,6,0.012,4,0.009,1,0.003,1,0.003
Region 0,Region 44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,1,0.002,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,1,0.003,1,0.003
Region 0,Region 46,1,0.004,2,0.012,0,0,0,0,0,0,0,0,1,0.021,0,0,2,0.012,6,0.016,10,0.02,5,0.011,5,0.013,8,0.021,2,0.005,3,0.007,11,0.027,4,0.008,12,0.023,7,0.014,5,0.01,9,0.02,6,0.016,6,0.019
Region 0,Region 47,9,0.032,1,0.006,3,0.025,0,0,2,0.037,1,0.023,1,0.021,4,0.049,12,0.073,30,0.079,49,0.099,37,0.08,26,0.067,12,0.032,7,0.018,12,0.029,6,0.014,12,0.025,18,0.034,21,0.043,17,0.034,18,0.039,9,0.024,12,0.038
Region 0,Region 48,0,0,1,0.006,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,4,0.011,3,0.006,3,0.007,2,0.005,0,0,1,0.003,0,0,1,0.002,1,0.002,2,0.004,0,0,1,0.002,1,0.002,0,0,0,0
Region 0,Region 49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,4,0.011,1,0.002,1,0.002,1,0.003,0,0,0,0,2,0.005,1,0.002,1,0.002,0,0,0,0,0,0,0,0,2,0.005,1,0.003
Region 0,Region 50,2,0.007,1,0.006,1,0.008,0,0,0,0,0,0,0,0,1,0.012,2,0.012,8,0.021,12,0.024,4,0.009,3,0.008,1,0.003,5,0.013,4,0.01,5,0.012,4,0.008,7,0.013,3,0.006,6,0.012,4,0.009,4,0.011,3,0.009
Region 0,Region 51,0,0,1,0.006,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,1,0.003,1,0.002,3,0.007,2,0.005,0,0,2,0.005,1,0.002,0,0,1,0.002,2,0.004,0,0,1,0.002,0,0,0,0,0,0
Region 0,Region 52,4,0.014,0,0,2,0.016,3,0.037,3,0.055,0,0,0,0,0,0,1,0.006,3,0.008,9,0.018,8,0.017,2,0.005,8,0.021,6,0.015,7,0.017,4,0.01,8,0.017,8,0.015,4,0.008,5,0.01,6,0.013,5,0.013,2,0.006
Region 0,Region 53,1,0.004,1,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.005,3,0.006,0,0,4,0.01,0,0,2,0.005,1,0.002,0,0,1,0.002,0,0,0,0,1,0.002,1,0.002,1,0.003,2,0.006
Region 0,Region 54,0,0,0,0,1,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,1,0.003,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,1,0.002,1,0.002,0,0,0,0
Region 0,Region 55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,3,0.006,0,0,0,0,0,0
Region 0,Region 56,0,0,0,0,1,0.008,0,0,0,0,0,0,0,0,0,0,0,0,4,0.011,18,0.036,3,0.007,6,0.015,5,0.013,6,0.015,1,0.002,0,0,3,0.006,4,0.008,5,0.01,5,0.01,6,0.013,5,0.013,0,0
Region 0,Region 57,0,0,1,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,1,0.002,2,0.005,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,1,0.002,1,0.003,0,0
Region 0,Region 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0
Region 0,Region 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,1,0.003,2,0.004,3,0.007,1,0.003,0,0,1,0.003,0,0,0,0,0,0,2,0.004,0,0,0,0,2,0.004,0,0,0,0
Region 0,Region 61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.004,0,0,1,0.003,1,0.003,0,0,1,0.002,2,0.005,1,0.002,1,0.002,0,0,1,0.002,0,0,1,0.003,0,0
Region 0,Region 62,1,0.004,3,0.018,0,0,1,0.012,0,0,0,0,0,0,1,0.012,6,0.036,3,0.008,11,0.022,3,0.007,2,0.005,1,0.003,3,0.008,3,0.007,0,0,0,0,6,0.011,2,0.004,1,0.002,4,0.009,6,0.016,3,0.009
Region 0,Region 63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 64,0,0,1,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,1,0.002,1,0.002,0,0,1,0.002,0,0,0,0
Region 0,Region 65,2,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,3,0.006,2,0.004,3,0.008,2,0.005,1,0.003,0,0,1,0.002,1,0.002,4,0.008,0,0,4,0.008,3,0.007,1,0.003,2,0.006
Region 0,Region 66,3,0.011,3,0.018,1,0.008,0,0,0,0,0,0,0,0,1,0.012,0,0,7,0.018,2,0.004,7,0.015,6,0.015,6,0.016,4,0.01,5,0.012,7,0.017,5,0.01,7,0.013,2,0.004,1,0.002,2,0.004,5,0.013,3,0.009
Region 0,Region 67,1,0.004,0,0,0,0,1,0.012,0,0,0,0,0,0,0,0,1,0.006,4,0.011,4,0.008,2,0.004,1,0.003,0,0,1,0.003,4,0.01,2,0.005,0,0,2,0.004,0,0,1,0.002,1,0.002,0,0,0,0
Region 0,Region 68,0,0,1,0.006,0,0,1,0.012,0,0,0,0,0,0,0,0,0,0,2,0.005,4,0.008,2,0.004,4,0.01,4,0.011,2,0.005,3,0.007,1,0.002,1,0.002,6,0.011,6,0.012,1,0.002,5,0.011,5,0.013,2,0.006
Region 0,Region 69,0,0,1,0.006,0,0,0,0,0,0,0,0,1,0.021,1,0.012,2,0.012,0,0,2,0.004,1,0.002,4,0.01,4,0.011,2,0.005,3,0.007,1,0.002,2,0.004,5,0.01,1,0.002,6,0.012,6,0.013,3,0.008,3,0.009
Region 0,Region 70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,1,0.003,3,0.006,2,0.004,1,0.003,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,2,0.004,1,0.002,0,0,1,0.003
Region 0,Region 71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,3,0.006,0,0,1,0.003,1,0.003,0,0,1,0.002,2,0.005,1,0.002,1,0.002,0,0,2,0.004,0,0,0,0,2,0.006
Region 0,Region 72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,1,0.003,0,0
Region 0,Region 75,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 1,Region 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 1,Region 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0
Region 1,Region 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 1,Region 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 1,Region 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 1,Region 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 1,Region 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
