origin,destination,hour,cluster,leaving,heading,activity,people
0,6,8-9,2,residential,commercial,Sleep->Work,6
0,6,8-9,3,residential,commercial,Sleep->Work,5
0,6,8-9,4,residential,commercial,Sleep->Work,5
0,6,8-9,5,residential,entertainment,Sleep->Leisure,1
0,6,8-9,6,residential,education,Sleep->Work,5
0,6,8-9,7,residential,industrial,Sleep->Work,4
0,6,8-9,8,residential,commercial,Sleep->Work,6
0,7,8-9,1,residential,education,Sleep->Work,14
0,7,8-9,2,residential,commercial,Sleep->Work,23
0,7,8-9,3,residential,commercial,Sleep->Work,19
0,7,8-9,4,residential,commercial,Sleep->Work,18
0,7,8-9,5,residential,entertainment,Sleep->Leisure,3
0,7,8-9,6,residential,education,Sleep->Work,19
0,7,8-9,7,residential,commercial,Sleep->Work,14
0,7,8-9,8,residential,commercial,Sleep->Work,21
0,8,8-9,1,residential,education,Sleep->Work,6
0,8,8-9,2,residential,commercial,Sleep->Work,9
0,8,8-9,3,residential,commercial,Sleep->Work,8
0,8,8-9,4,residential,commercial,Sleep->Work,7
0,8,8-9,5,residential,entertainment,Sleep->Leisure,1
0,8,8-9,6,residential,education,Sleep->Work,8
0,8,8-9,7,residential,industrial,Sleep->Work,6
0,8,8-9,8,residential,commercial,Sleep->Work,8
0,9,8-9,1,residential,education,Sleep->Work,94
0,9,8-9,2,residential,commercial,Sleep->Work,146
0,9,8-9,3,residential,commercial,Sleep->Work,126
0,9,8-9,4,residential,commercial,Sleep->Work,115
0,9,8-9,5,residential,entertainment,Sleep->Leisure,21
0,9,8-9,6,residential,education,Sleep->Work,126
0,9,8-9,7,residential,industrial,Sleep->Work,94
0,9,8-9,8,residential,commercial,Sleep->Work,136
0,10,8-9,1,residential,education,Sleep->Work,17
0,10,8-9,2,residential,commercial,Sleep->Work,26
0,10,8-9,3,residential,commercial,Sleep->Work,22
0,10,8-9,4,residential,commercial,Sleep->Work,20
0,10,8-9,5,residential,entertainment,Sleep->Leisure,4
0,10,8-9,6,residential,education,Sleep->Work,22
0,10,8-9,7,residential,industrial,Sleep->Work,17
0,10,8-9,8,residential,commercial,Sleep->Work,24
0,11,8-9,1,residential,education,Sleep->Work,16
0,11,8-9,2,residential,commercial,Sleep->Work,25
0,11,8-9,3,residential,commercial,Sleep->Work,21
0,11,8-9,4,residential,commercial,Sleep->Work,20
0,11,8-9,5,residential,entertainment,Sleep->Leisure,4
0,11,8-9,6,residential,education,Sleep->Work,21
0,11,8-9,7,residential,industrial,Sleep->Work,16
0,11,8-9,8,residential,commercial,Sleep->Work,23
0,12,8-9,1,residential,education,Sleep->Work,17
0,12,8-9,2,residential,commercial,Sleep->Work,26
0,12,8-9,3,residential,commercial,Sleep->Work,23
0,12,8-9,4,residential,commercial,Sleep->Work,21
0,12,8-9,5,residential,entertainment,Sleep->Leisure,4
0,12,8-9,6,residential,education,Sleep->Work,23
0,12,8-9,7,residential,industrial,Sleep->Work,17
0,12,8-9,8,residential,commercial,Sleep->Work,25
0,14,8-9,1,residential,education,Sleep->Work,13
0,14,8-9,2,residential,commercial,Sleep->Work,20
0,14,8-9,3,residential,commercial,Sleep->Work,17
0,14,8-9,4,residential,commercial,Sleep->Work,16
0,14,8-9,5,residential,entertainment,Sleep->Leisure,3
0,14,8-9,6,residential,education,Sleep->Work,17
0,14,8-9,7,residential,commercial,Sleep->Work,13
0,14,8-9,8,residential,commercial,Sleep->Work,19
0,15,8-9,1,residential,education,Sleep->Work,15
0,15,8-9,2,residential,commercial,Sleep->Work,23
0,15,8-9,3,residential,commercial,Sleep->Work,19
0,15,8-9,4,residential,commercial,Sleep->Work,18
0,15,8-9,5,residential,entertainment,Sleep->Leisure,3
0,15,8-9,6,residential,education,Sleep->Work,19
0,15,8-9,7,residential,industrial,Sleep->Work,15
0,15,8-9,8,residential,commercial,Sleep->Work,21
0,16,8-9,1,residential,education,Sleep->Work,20
0,16,8-9,2,residential,commercial,Sleep->Work,32
0,16,8-9,3,residential,commercial,Sleep->Work,27
0,16,8-9,4,residential,commercial,Sleep->Work,25
0,16,8-9,5,residential,entertainment,Sleep->Leisure,5
0,16,8-9,6,residential,education,Sleep->Work,27
0,16,8-9,7,residential,industrial,Sleep->Work,20
0,16,8-9,8,residential,commercial,Sleep->Work,29
1,0,8-9,1,residential,education,Sleep->Work,45
1,0,8-9,2,residential,commercial,Sleep->Work,8
1,0,8-9,3,residential,commercial,Sleep->Work,8
1,0,8-9,4,residential,commercial,Sleep->Work,7
1,0,8-9,5,residential,entertainment,Sleep->Leisure,6
1,0,8-9,6,residential,education,Sleep->Work,45
1,0,8-9,7,residential,industrial,Sleep->Work,4
1,0,8-9,8,residential,commercial,Sleep->Work,8
1,1,8-9,1,residential,education,Sleep->Work,28
1,1,8-9,2,residential,commercial,Sleep->Work,1182
1,1,8-9,3,residential,commercial,Sleep->Work,1182
1,1,8-9,4,residential,commercial,Sleep->Work,1121
1,1,8-9,5,residential,entertainment,Sleep->Leisure,26
1,1,8-9,6,residential,education,Sleep->Work,28
1,1,8-9,7,residential,industrial,Sleep->Work,0
1,1,8-9,8,residential,commercial,Sleep->Work,1182
1,2,8-9,1,residential,education,Sleep->Work,101
1,2,8-9,2,residential,commercial,Sleep->Work,1
1,2,8-9,3,residential,commercial,Sleep->Work,1
1,2,8-9,4,residential,commercial,Sleep->Work,1
1,2,8-9,5,residential,entertainment,Sleep->Leisure,8
1,2,8-9,6,residential,education,Sleep->Work,101
1,2,8-9,7,residential,industrial,Sleep->Work,1
1,2,8-9,8,residential,commercial,Sleep->Work,1
1,3,8-9,1,residential,education,Sleep->Work,49
1,3,8-9,2,residential,commercial,Sleep->Work,8
1,3,8-9,3,residential,commercial,Sleep->Work,8
1,3,8-9,4,residential,commercial,Sleep->Work,8
1,3,8-9,5,residential,entertainment,Sleep->Leisure,7
1,3,8-9,6,residential,education,Sleep->Work,49
1,3,8-9,7,residential,industrial,Sleep->Work,5
1,3,8-9,8,residential,commercial,Sleep->Work,8
1,4,8-9,1,residential,education,Sleep->Work,10
1,4,8-9,2,residential,commercial,Sleep->Work,93
1,4,8-9,3,residential,commercial,Sleep->Work,93
1,4,8-9,4,residential,commercial,Sleep->Work,84
1,4,8-9,5,residential,entertainment,Sleep->Leisure,9
1,4,8-9,6,residential,education,Sleep->Work,10
1,4,8-9,7,residential,industrial,Sleep->Work,3
1,4,8-9,8,residential,commercial,Sleep->Work,93
1,5,8-9,1,residential,education,Sleep->Work,19
1,5,8-9,2,residential,commercial,Sleep->Work,115
1,5,8-9,3,residential,commercial,Sleep->Work,115
1,5,8-9,4,residential,commercial,Sleep->Work,104
1,5,8-9,5,residential,entertainment,Sleep->Leisure,19
1,5,8-9,6,residential,education,Sleep->Work,19
1,5,8-9,7,residential,industrial,Sleep->Work,18
1,5,8-9,8,residential,commercial,Sleep->Work,115
1,6,8-9,1,residential,education,Sleep->Work,31
1,6,8-9,2,residential,commercial,Sleep->Work,16
1,6,8-9,3,residential,commercial,Sleep->Work,16
1,6,8-9,4,residential,commercial,Sleep->Work,15
1,6,8-9,5,residential,entertainment,Sleep->Leisure,3
1,6,8-9,6,residential,education,Sleep->Work,31
1,6,8-9,7,residential,industrial,Sleep->Work,32
1,6,8-9,8,residential,commercial,Sleep->Work,16
1,7,8-9,1,residential,education,Sleep->Work,184
1,7,8-9,2,residential,commercial,Sleep->Work,185
1,7,8-9,3,residential,commercial,Sleep->Work,185
1,7,8-9,4,residential,commercial,Sleep->Work,168
1,7,8-9,5,residential,entertainment,Sleep->Leisure,30
1,7,8-9,6,residential,education,Sleep->Work,184
1,7,8-9,7,residential,industrial,Sleep->Work,1
1,7,8-9,8,residential,commercial,Sleep->Work,185
1,8,8-9,1,residential,education,Sleep->Work,12
1,8,8-9,2,residential,commercial,Sleep->Work,8
1,8,8-9,3,residential,commercial,Sleep->Work,8
1,8,8-9,4,residential,commercial,Sleep->Work,7
1,8,8-9,5,residential,entertainment,Sleep->Leisure,1
1,8,8-9,6,residential,education,Sleep->Work,12
1,8,8-9,7,residential,industrial,Sleep->Work,1
1,8,8-9,8,residential,commercial,Sleep->Work,8
1,9,8-9,1,residential,education,Sleep->Work,17
1,9,8-9,2,residential,commercial,Sleep->Work,3
1,9,8-9,3,residential,commercial,Sleep->Work,3
1,9,8-9,4,residential,commercial,Sleep->Work,3
1,9,8-9,5,residential,entertainment,Sleep->Leisure,3
1,9,8-9,6,residential,education,Sleep->Work,17
1,9,8-9,7,residential,industrial,Sleep->Work,2
1,9,8-9,8,residential,commercial,Sleep->Work,3
1,10,8-9,1,residential,education,Sleep->Work,85
1,10,8-9,2,residential,commercial,Sleep->Work,31
1,10,8-9,3,residential,commercial,Sleep->Work,31
1,10,8-9,4,residential,commercial,Sleep->Work,28
1,10,8-9,5,residential,entertainment,Sleep->Leisure,5
1,10,8-9,6,residential,education,Sleep->Work,85
1,10,8-9,7,residential,industrial,Sleep->Work,1
1,10,8-9,8,residential,commercial,Sleep->Work,31
1,11,8-9,1,residential,education,Sleep->Work,130
1,11,8-9,2,residential,commercial,Sleep->Work,45
1,11,8-9,3,residential,commercial,Sleep->Work,45
1,11,8-9,4,residential,commercial,Sleep->Work,41
1,11,8-9,5,residential,entertainment,Sleep->Leisure,327
1,11,8-9,6,residential,education,Sleep->Work,130
1,11,8-9,7,residential,industrial,Sleep->Work,5
1,11,8-9,8,residential,commercial,Sleep->Work,45
1,12,8-9,1,residential,education,Sleep->Work,14
1,12,8-9,2,residential,commercial,Sleep->Work,3
1,12,8-9,3,residential,commercial,Sleep->Work,3
1,12,8-9,4,residential,commercial,Sleep->Work,3
1,12,8-9,5,residential,entertainment,Sleep->Leisure,2
1,12,8-9,6,residential,education,Sleep->Work,14
1,12,8-9,7,residential,industrial,Sleep->Work,2
1,12,8-9,8,residential,commercial,Sleep->Work,3
1,14,8-9,1,residential,education,Sleep->Work,38
1,14,8-9,2,residential,commercial,Sleep->Work,5
1,14,8-9,3,residential,commercial,Sleep->Work,5
1,14,8-9,4,residential,commercial,Sleep->Work,5
1,14,8-9,5,residential,entertainment,Sleep->Leisure,2
1,14,8-9,6,residential,education,Sleep->Work,38
1,14,8-9,7,residential,industrial,Sleep->Work,1
1,14,8-9,8,residential,commercial,Sleep->Work,5
1,15,8-9,1,residential,education,Sleep->Work,82
1,15,8-9,2,residential,commercial,Sleep->Work,42
1,15,8-9,3,residential,commercial,Sleep->Work,42
1,15,8-9,4,residential,commercial,Sleep->Work,38
1,15,8-9,5,residential,entertainment,Sleep->Leisure,22
1,15,8-9,6,residential,education,Sleep->Work,82
1,15,8-9,7,residential,industrial,Sleep->Work,8
1,15,8-9,8,residential,commercial,Sleep->Work,42
1,16,8-9,1,residential,education,Sleep->Work,132
1,16,8-9,2,residential,commercial,Sleep->Work,31
1,16,8-9,3,residential,commercial,Sleep->Work,31
1,16,8-9,4,residential,commercial,Sleep->Work,28
1,16,8-9,5,residential,entertainment,Sleep->Leisure,12
1,16,8-9,6,residential,education,Sleep->Work,132
1,16,8-9,7,residential,industrial,Sleep->Work,10
1,16,8-9,8,residential,commercial,Sleep->Work,31
2,0,8-9,1,residential,education,Sleep->Work,56
2,0,8-9,2,residential,commercial,Sleep->Work,23
2,0,8-9,3,residential,commercial,Sleep->Work,28
2,0,8-9,4,residential,religious,Sleep->Leisure,30
2,0,8-9,5,residential,religious,Sleep->Leisure,40
2,0,8-9,6,residential,education,Sleep->Work,61
2,0,8-9,7,residential,religious,Sleep->Leisure,28
2,0,8-9,8,residential,commercial,Sleep->Work,23
2,1,8-9,1,residential,education,Sleep->Work,42
2,1,8-9,2,residential,commercial,Sleep->Work,18
2,1,8-9,3,residential,commercial,Sleep->Work,22
2,1,8-9,4,residential,residential,Sleep->Leisure,24
2,1,8-9,5,residential,religious,Sleep->Leisure,32
2,1,8-9,6,residential,education,Sleep->Work,48
2,1,8-9,7,residential,commercial,Sleep->Work,23
2,1,8-9,8,residential,commercial,Sleep->Work,22
2,2,8-9,1,residential,education,Meal->Work,712
2,2,8-9,2,residential,commercial,Sleep->Work,308
2,2,8-9,3,residential,commercial,Sleep->Work,370
2,2,8-9,4,residential,religious,Sleep->Leisure,398
2,2,8-9,5,residential,residential,Meal->Leisure,530
2,2,8-9,6,residential,education,Sleep->Work,809
2,2,8-9,7,residential,commercial,Sleep->Work,379
2,2,8-9,8,residential,commercial,Sleep->Work,350
2,3,8-9,1,residential,education,Sleep->Work,133
2,3,8-9,2,residential,commercial,Sleep->Work,57
2,3,8-9,3,residential,commercial,Sleep->Work,69
2,3,8-9,4,residential,religious,Sleep->Leisure,74
2,3,8-9,5,residential,religious,Sleep->Leisure,99
2,3,8-9,6,residential,education,Sleep->Work,151
2,3,8-9,7,residential,religious,Sleep->Leisure,71
2,3,8-9,8,residential,commercial,Sleep->Work,68
2,4,8-9,1,residential,education,Sleep->Work,11
2,4,8-9,2,residential,commercial,Sleep->Work,5
2,4,8-9,3,residential,commercial,Sleep->Work,6
2,4,8-9,4,residential,religious,Sleep->Leisure,6
2,4,8-9,5,residential,residential,Sleep->Leisure,8
2,4,8-9,6,residential,education,Sleep->Work,12
2,4,8-9,7,residential,commercial,Sleep->Work,6
2,4,8-9,8,residential,commercial,Sleep->Work,6
2,5,8-9,1,residential,education,Sleep->Work,4
2,5,8-9,2,residential,commercial,Sleep->Work,2
2,5,8-9,3,residential,commercial,Sleep->Work,2
2,5,8-9,4,residential,religious,Sleep->Leisure,2
2,5,8-9,5,residential,commercial,Sleep->Leisure,3
2,5,8-9,6,residential,education,Sleep->Work,4
2,5,8-9,7,residential,commercial,Sleep->Work,2
2,5,8-9,8,residential,commercial,Sleep->Work,1
2,6,8-9,1,residential,education,Sleep->Work,9
2,6,8-9,2,residential,commercial,Sleep->Work,4
2,6,8-9,3,residential,commercial,Sleep->Work,5
2,6,8-9,4,residential,religious,Sleep->Leisure,5
2,6,8-9,5,residential,religious,Sleep->Leisure,7
2,6,8-9,6,residential,education,Sleep->Work,10
2,6,8-9,7,residential,religious,Sleep->Leisure,5
2,6,8-9,8,residential,commercial,Sleep->Work,4
2,7,8-9,1,residential,education,Sleep->Work,10
2,7,8-9,2,residential,commercial,Sleep->Work,5
2,7,8-9,3,residential,commercial,Sleep->Work,5
2,7,8-9,4,residential,religious,Sleep->Leisure,6
2,7,8-9,5,residential,religious,Sleep->Leisure,8
2,7,8-9,6,residential,education,Sleep->Work,12
2,7,8-9,7,residential,religious,Sleep->Leisure,5
2,7,8-9,8,residential,commercial,Sleep->Work,5
2,8,8-9,1,residential,education,Sleep->Work,1
2,8,8-9,2,residential,commercial,Sleep->Work,0
2,8,8-9,3,residential,commercial,Sleep->Work,0
2,8,8-9,4,residential,religious,Sleep->Leisure,0
2,8,8-9,5,residential,religious,Sleep->Leisure,1
2,8,8-9,6,residential,education,Sleep->Work,1
2,8,8-9,7,residential,religious,Sleep->Leisure,0
2,8,8-9,8,residential,commercial,Sleep->Work,0
2,9,8-9,1,residential,education,Sleep->Work,34
2,9,8-9,2,residential,commercial,Sleep->Work,15
2,9,8-9,3,residential,commercial,Sleep->Work,18
2,9,8-9,4,residential,religious,Sleep->Leisure,19
2,9,8-9,5,residential,religious,Sleep->Leisure,25
2,9,8-9,6,residential,education,Sleep->Work,39
2,9,8-9,7,residential,religious,Sleep->Leisure,18
2,9,8-9,8,residential,commercial,Sleep->Work,17
2,10,8-9,1,residential,education,Sleep->Work,7
2,10,8-9,2,residential,commercial,Sleep->Work,3
2,10,8-9,3,residential,commercial,Sleep->Work,4
2,10,8-9,4,residential,religious,Sleep->Leisure,4
2,10,8-9,5,residential,religious,Sleep->Leisure,5
2,10,8-9,6,residential,education,Sleep->Work,8
2,10,8-9,7,residential,religious,Sleep->Leisure,4
2,10,8-9,8,residential,commercial,Sleep->Work,3
2,11,8-9,1,residential,education,Sleep->Work,47
2,11,8-9,2,residential,commercial,Sleep->Work,20
2,11,8-9,3,residential,commercial,Sleep->Work,24
2,11,8-9,4,residential,religious,Sleep->Leisure,26
2,11,8-9,5,residential,religious,Sleep->Leisure,35
2,11,8-9,6,residential,education,Sleep->Work,54
2,11,8-9,7,residential,religious,Sleep->Leisure,25
2,11,8-9,8,residential,commercial,Sleep->Work,25
2,12,8-9,1,residential,education,Sleep->Work,18
2,12,8-9,2,residential,commercial,Sleep->Work,8
2,12,8-9,3,residential,commercial,Sleep->Work,9
2,12,8-9,4,residential,religious,Sleep->Leisure,10
2,12,8-9,5,residential,religious,Sleep->Leisure,13
2,12,8-9,6,residential,education,Sleep->Work,21
2,12,8-9,7,residential,religious,Sleep->Leisure,10
2,12,8-9,8,residential,commercial,Sleep->Work,9
2,14,8-9,1,residential,education,Sleep->Work,16
2,14,8-9,2,residential,commercial,Sleep->Work,7
2,14,8-9,3,residential,commercial,Sleep->Work,8
2,14,8-9,4,residential,religious,Sleep->Leisure,9
2,14,8-9,5,residential,religious,Sleep->Leisure,12
2,14,8-9,6,residential,education,Sleep->Work,18
2,14,8-9,7,residential,religious,Sleep->Leisure,8
2,14,8-9,8,residential,commercial,Sleep->Work,8
2,15,8-9,1,residential,education,Sleep->Work,80
2,15,8-9,2,residential,commercial,Sleep->Work,35
2,15,8-9,3,residential,commercial,Sleep->Work,42
2,15,8-9,4,residential,religious,Sleep->Leisure,45
2,15,8-9,5,residential,religious,Sleep->Leisure,60
2,15,8-9,6,residential,education,Sleep->Work,91
2,15,8-9,7,residential,religious,Sleep->Leisure,43
2,15,8-9,8,residential,commercial,Sleep->Work,39
2,16,8-9,1,residential,education,Sleep->Work,9
2,16,8-9,2,residential,commercial,Sleep->Work,4
2,16,8-9,3,residential,commercial,Sleep->Work,5
2,16,8-9,4,residential,religious,Sleep->Leisure,5
2,16,8-9,5,residential,religious,Sleep->Leisure,7
2,16,8-9,6,residential,education,Sleep->Work,10
2,16,8-9,7,residential,religious,Sleep->Leisure,5
2,16,8-9,8,residential,commercial,Sleep->Work,3
3,0,8-9,1,residential,education,Sleep->Work,180
3,0,8-9,2,residential,commercial,Sleep->Work,190
3,0,8-9,3,residential,commercial,Sleep->Work,190
3,0,8-9,4,residential,commercial,Sleep->Work,180
3,0,8-9,5,residential,entertainment,Sleep->Leisure,160
3,0,8-9,6,residential,education,Sleep->Work,180
3,0,8-9,7,residential,service,Sleep->Work,180
3,0,8-9,8,residential,commercial,Sleep->Work,190
3,1,8-9,1,residential,education,Sleep->Work,40
3,1,8-9,2,residential,commercial,Sleep->Work,42
3,1,8-9,3,residential,commercial,Sleep->Work,42
3,1,8-9,4,residential,commercial,Sleep->Work,40
3,1,8-9,5,residential,entertainment,Sleep->Leisure,35
3,1,8-9,6,residential,education,Sleep->Work,40
3,1,8-9,7,residential,service,Sleep->Work,40
3,1,8-9,8,residential,commercial,Sleep->Work,42
3,2,8-9,1,residential,education,Sleep->Work,83
3,2,8-9,2,residential,commercial,Sleep->Work,87
3,2,8-9,3,residential,commercial,Sleep->Work,87
3,2,8-9,4,residential,commercial,Sleep->Work,83
3,2,8-9,5,residential,entertainment,Sleep->Leisure,73
3,2,8-9,6,residential,education,Sleep->Work,83
3,2,8-9,7,residential,service,Sleep->Work,83
3,2,8-9,8,residential,commercial,Sleep->Work,87
3,3,8-9,1,residential,education,Sleep->Work,553
3,3,8-9,2,residential,commercial,Sleep->Work,583
3,3,8-9,3,residential,commercial,Sleep->Work,583
3,3,8-9,4,residential,commercial,Sleep->Work,553
3,3,8-9,5,residential,entertainment,Sleep->Leisure,491
3,3,8-9,6,residential,education,Sleep->Work,553
3,3,8-9,7,residential,service,Sleep->Work,553
3,3,8-9,8,residential,commercial,Sleep->Work,583
3,4,8-9,1,residential,education,Sleep->Work,20
3,4,8-9,2,residential,commercial,Sleep->Work,21
3,4,8-9,3,residential,commercial,Sleep->Work,21
3,4,8-9,4,residential,commercial,Sleep->Work,20
3,4,8-9,5,residential,entertainment,Sleep->Leisure,18
3,4,8-9,6,residential,education,Sleep->Work,20
3,4,8-9,7,residential,service,Sleep->Work,20
3,4,8-9,8,residential,commercial,Sleep->Work,21
3,5,8-9,1,residential,education,Sleep->Work,22
3,5,8-9,2,residential,commercial,Sleep->Work,23
3,5,8-9,3,residential,commercial,Sleep->Work,23
3,5,8-9,4,residential,commercial,Sleep->Work,22
3,5,8-9,5,residential,entertainment,Sleep->Leisure,19
3,5,8-9,6,residential,education,Sleep->Work,22
3,5,8-9,7,residential,service,Sleep->Work,22
3,5,8-9,8,residential,commercial,Sleep->Work,23
3,6,8-9,1,residential,education,Sleep->Work,6
3,6,8-9,2,residential,commercial,Sleep->Work,6
3,6,8-9,3,residential,commercial,Sleep->Work,6
3,6,8-9,4,residential,commercial,Sleep->Work,6
3,6,8-9,5,residential,entertainment,Sleep->Leisure,5
3,6,8-9,6,residential,education,Sleep->Work,6
3,6,8-9,7,residential,service,Sleep->Work,6
3,6,8-9,8,residential,commercial,Sleep->Work,6
3,7,8-9,1,residential,education,Sleep->Work,20
3,7,8-9,2,residential,commercial,Sleep->Work,21
3,7,8-9,3,residential,commercial,Sleep->Work,21
3,7,8-9,4,residential,commercial,Sleep->Work,20
3,7,8-9,5,residential,entertainment,Sleep->Leisure,18
3,7,8-9,6,residential,education,Sleep->Work,20
3,7,8-9,7,residential,service,Sleep->Work,20
3,7,8-9,8,residential,commercial,Sleep->Work,21
3,8,8-9,1,residential,education,Sleep->Work,5
3,8,8-9,2,residential,commercial,Sleep->Work,5
3,8,8-9,3,residential,commercial,Sleep->Work,5
3,8,8-9,4,residential,commercial,Sleep->Work,5
3,8,8-9,5,residential,entertainment,Sleep->Leisure,5
3,8,8-9,6,residential,education,Sleep->Work,5
3,8,8-9,7,residential,service,Sleep->Work,5
3,8,8-9,8,residential,commercial,Sleep->Work,5
3,9,8-9,1,residential,education,Sleep->Work,142
3,9,8-9,2,residential,commercial,Sleep->Work,150
3,9,8-9,3,residential,commercial,Sleep->Work,150
3,9,8-9,4,residential,commercial,Sleep->Work,142
3,9,8-9,5,residential,entertainment,Sleep->Leisure,127
3,9,8-9,6,residential,education,Sleep->Work,142
3,9,8-9,7,residential,service,Sleep->Work,142
3,9,8-9,8,residential,commercial,Sleep->Work,150
3,10,8-9,1,residential,education,Sleep->Work,15
3,10,8-9,2,residential,commercial,Sleep->Work,16
3,10,8-9,3,residential,commercial,Sleep->Work,16
3,10,8-9,4,residential,commercial,Sleep->Work,15
3,10,8-9,5,residential,entertainment,Sleep->Leisure,13
3,10,8-9,6,residential,education,Sleep->Work,15
3,10,8-9,7,residential,service,Sleep->Work,15
3,10,8-9,8,residential,commercial,Sleep->Work,16
3,11,8-9,1,residential,education,Sleep->Work,20
3,11,8-9,2,residential,commercial,Sleep->Work,22
3,11,8-9,3,residential,commercial,Sleep->Work,22
3,11,8-9,4,residential,commercial,Sleep->Work,20
3,11,8-9,5,residential,entertainment,Sleep->Leisure,18
3,11,8-9,6,residential,education,Sleep->Work,20
3,11,8-9,7,residential,service,Sleep->Work,20
3,11,8-9,8,residential,commercial,Sleep->Work,22
3,12,8-9,1,residential,education,Sleep->Work,27
3,12,8-9,2,residential,commercial,Sleep->Work,28
3,12,8-9,3,residential,commercial,Sleep->Work,28
3,12,8-9,4,residential,commercial,Sleep->Work,27
3,12,8-9,5,residential,entertainment,Sleep->Leisure,24
3,12,8-9,6,residential,education,Sleep->Work,27
3,12,8-9,7,residential,service,Sleep->Work,27
3,12,8-9,8,residential,commercial,Sleep->Work,28
3,14,8-9,1,residential,education,Sleep->Work,19
3,14,8-9,2,residential,commercial,Sleep->Work,20
3,14,8-9,3,residential,commercial,Sleep->Work,20
3,14,8-9,4,residential,commercial,Sleep->Work,19
3,14,8-9,5,residential,entertainment,Sleep->Leisure,17
3,14,8-9,6,residential,education,Sleep->Work,19
3,14,8-9,7,residential,service,Sleep->Work,19
3,14,8-9,8,residential,commercial,Sleep->Work,20
3,15,8-9,1,residential,education,Sleep->Work,31
3,15,8-9,2,residential,commercial,Sleep->Work,33
3,15,8-9,3,residential,commercial,Sleep->Work,33
3,15,8-9,4,residential,commercial,Sleep->Work,31
3,15,8-9,5,residential,entertainment,Sleep->Leisure,28
3,15,8-9,6,residential,education,Sleep->Work,31
3,15,8-9,7,residential,service,Sleep->Work,31
3,15,8-9,8,residential,commercial,Sleep->Work,33
3,16,8-9,1,residential,education,Sleep->Work,32
3,16,8-9,2,residential,commercial,Sleep->Work,33
3,16,8-9,3,residential,commercial,Sleep->Work,33
3,16,8-9,4,residential,commercial,Sleep->Work,32
3,16,8-9,5,residential,entertainment,Sleep->Leisure,28
3,16,8-9,6,residential,education,Sleep->Work,32
3,16,8-9,7,residential,service,Sleep->Work,32
3,16,8-9,8,residential,commercial,Sleep->Work,33
4,0,8-9,1,residential,education,Sleep->Work,10
4,0,8-9,2,residential,commercial,Sleep->Work,16
4,0,8-9,3,residential,commercial,Sleep->Work,14
4,0,8-9,4,residential,commercial,Sleep->Work,12
4,0,8-9,5,residential,entertainment,Sleep->Leisure,2
4,0,8-9,6,residential,education,Sleep->Work,14
4,0,8-9,7,residential,service,Sleep->Work,10
4,0,8-9,8,residential,commercial,Sleep->Work,15
