Origin,Destination,Date range: 2024-08-27 - 2024-08-27 Time range: 00:00 - 01:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 00:00 - 01:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 01:00 - 02:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 01:00 - 02:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 02:00 - 03:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 02:00 - 03:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 03:00 - 04:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 03:00 - 04:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 04:00 - 05:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 04:00 - 05:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 05:00 - 06:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 05:00 - 06:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 06:00 - 07:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 06:00 - 07:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 07:00 - 08:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 07:00 - 08:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 08:00 - 09:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 08:00 - 09:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 09:00 - 10:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 09:00 - 10:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 10:00 - 11:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 10:00 - 11:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 11:00 - 12:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 11:00 - 12:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 12:00 - 13:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 12:00 - 13:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 13:00 - 14:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 13:00 - 14:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 14:00 - 15:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 14:00 - 15:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 15:00 - 16:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 15:00 - 16:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 16:00 - 17:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 16:00 - 17:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 17:00 - 18:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 17:00 - 18:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 18:00 - 19:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 18:00 - 19:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 19:00 - 20:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 19:00 - 20:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 20:00 - 21:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 20:00 - 21:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 21:00 - 22:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 21:00 - 22:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 22:00 - 23:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 22:00 - 23:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 23:00 - 00:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 23:00 - 00:00 Percent
Region 0,Region 16,3,0.006,2,0.008,0,0,0,0,0,0,1,0.016,0,0,0,0,0,0,2,0.003,2,0.002,1,0.001,4,0.005,1,0.001,1,0.001,0,0,3,0.004,3,0.003,4,0.004,2,0.002,1,0.001,1,0.001,4,0.006,1,0.002
Region 0,Region 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 18,3,0.006,0,0,1,0.007,0,0,0,0,1,0.016,0,0,1,0.004,2,0.005,7,0.01,2,0.002,4,0.004,4,0.005,9,0.013,1,0.001,3,0.004,1,0.001,4,0.004,4,0.004,5,0.005,4,0.004,5,0.005,2,0.003,4,0.007
Region 0,Region 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0
Region 0,Region 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 22,3,0.006,2,0.008,0,0,0,0,1,0.015,0,0,1,0.01,0,0,1,0.002,2,0.003,7,0.006,2,0.002,2,0.003,4,0.006,5,0.007,5,0.006,3,0.004,5,0.006,6,0.005,3,0.003,7,0.007,2,0.002,10,0.015,2,0.004
Region 0,Region 23,0,0,0,0,1,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 24,0,0,0,0,1,0.007,0,0,0,0,0,0,1,0.01,0,0,1,0.002,0,0,1,0.001,1,0.001,2,0.003,1,0.001,3,0.004,2,0.002,1,0.001,0,0,1,0.001,0,0,3,0.003,2,0.002,1,0.001,0,0
Region 0,Region 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 26,7,0.014,3,0.012,2,0.013,0,0,1,0.015,0,0,0,0,1,0.004,1,0.002,4,0.006,9,0.008,15,0.015,5,0.006,5,0.007,6,0.008,10,0.012,5,0.007,9,0.01,19,0.017,14,0.014,11,0.01,12,0.013,7,0.01,4,0.007
Region 0,Region 27,1,0.002,1,0.004,0,0,1,0.011,2,0.031,0,0,0,0,1,0.004,1,0.002,6,0.008,10,0.009,9,0.009,8,0.01,5,0.007,4,0.005,7,0.009,5,0.007,8,0.009,6,0.005,15,0.015,10,0.009,14,0.015,6,0.009,8,0.015
Region 0,Region 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 29,0,0,1,0.004,1,0.007,0,0,0,0,0,0,0,0,1,0.004,1,0.002,2,0.003,1,0.001,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,1,0.001,0,0
Region 0,Region 30,3,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,5,0.005,0,0,1,0.001,2,0.003,2,0.002,1,0.001,1,0.001,1,0.001,2,0.002,1,0.001,1,0.001,0,0,1,0.002
Region 0,Region 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.002,0,0,0,0,0,0,2,0.002,1,0.001,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0
Region 0,Region 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,1,0.001,0,0
Region 0,Region 36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,1,0.001,0,0,1,0.001,0,0
Region 0,Region 37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,3,0.003,2,0.002,0,0,0,0,1,0.002
Region 0,Region 38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,3,0.003,3,0.003,0,0,1,0.001,0,0,0,0,0,0,1,0.001,1,0.001,1,0.001,3,0.003,2,0.002,1,0.001,1,0.002
Region 0,Region 39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 40,1,0.002,1,0.004,0,0,1,0.011,0,0,0,0,0,0,0,0,1,0.002,1,0.001,1,0.001,0,0,0,0,1,0.001,1,0.001,0,0,0,0,0,0,1,0.001,0,0,0,0,1,0.001,0,0,1,0.002
Region 0,Region 41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,1,0.001,2,0.004
Region 0,Region 42,5,0.01,2,0.008,3,0.02,0,0,0,0,0,0,0,0,0,0,0,0,5,0.007,2,0.002,5,0.005,1,0.001,7,0.01,2,0.003,2,0.002,5,0.007,6,0.007,9,0.008,3,0.003,2,0.002,4,0.004,6,0.009,4,0.007
Region 0,Region 43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 44,2,0.004,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,1,0.002,0,0,0,0,0,0,1,0.001,1,0.001,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 45,2,0.004,2,0.008,1,0.007,1,0.011,0,0,0,0,0,0,1,0.004,1,0.002,6,0.008,2,0.002,5,0.005,4,0.005,4,0.006,7,0.009,9,0.011,11,0.015,4,0.004,12,0.011,10,0.01,16,0.015,7,0.008,9,0.013,11,0.02
Region 0,Region 46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.004,2,0.002,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,1,0.001,3,0.003,0,0,2,0.002,0,0,0,0
Region 0,Region 47,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0
Region 0,Region 48,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,2,0.003,10,0.009,2,0.002,1,0.001,0,0,2,0.003,2,0.002,0,0,1,0.001,0,0,3,0.003,3,0.003,2,0.002,3,0.004,0,0
Region 0,Region 49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 50,6,0.012,8,0.032,6,0.04,2,0.022,0,0,0,0,0,0,0,0,3,0.007,6,0.008,13,0.011,15,0.015,8,0.01,7,0.01,6,0.008,8,0.01,9,0.012,6,0.007,5,0.005,7,0.007,13,0.012,9,0.01,14,0.021,3,0.006
Region 0,Region 51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.004,0,0,1,0.001,0,0,1,0.001,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0
Region 0,Region 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,2,0.002,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0
Region 0,Region 55,0,0,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.003,12,0.01,2,0.002,2,0.003,1,0.001,0,0,0,0,0,0,2,0.002,1,0.001,1,0.001,2,0.002,0,0,1,0.001,0,0
Region 0,Region 56,2,0.004,2,0.008,2,0.013,0,0,0,0,0,0,1,0.01,3,0.013,0,0,4,0.006,3,0.003,7,0.007,8,0.01,2,0.003,3,0.004,6,0.007,5,0.007,5,0.006,3,0.003,5,0.005,5,0.005,4,0.004,4,0.006,0,0
Region 0,Region 57,4,0.008,5,0.02,4,0.026,0,0,1,0.015,1,0.016,2,0.019,1,0.004,3,0.007,4,0.006,22,0.019,17,0.017,11,0.014,18,0.025,8,0.01,15,0.018,11,0.015,12,0.013,12,0.011,17,0.017,16,0.015,20,0.022,8,0.012,9,0.017
Region 0,Region 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.002,0,0,0,0,0,0
Region 0,Region 59,1,0.002,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.003,3,0.003,2,0.002,4,0.005,1,0.001,1,0.001,0,0,1,0.001,0,0,2,0.002,0,0,2,0.002,1,0.001,4,0.006,1,0.002
Region 0,Region 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,0,0,1,0.001,1,0.001,3,0.003,1,0.001,1,0.001,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,3,0.003,3,0.004,0,0
Region 0,Region 61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 62,0,0,0,0,1,0.007,2,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,1,0.001,0,0,1,0.001,0,0,0,0
Region 0,Region 63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,0,0,1,0.001,1,0.001,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,3,0.003,1,0.001,0,0,2,0.002,2,0.003,0,0
Region 0,Region 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.003,1,0.001,0,0,2,0.003,2,0.003,0,0,0,0,0,0,0,0,2,0.002,1,0.001,0,0,2,0.002,2,0.003,0,0
Region 0,Region 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 67,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.004,1,0.001,1,0.001,1,0.001,2,0.003,1,0.001,1,0.001,2,0.003,2,0.002,2,0.002,0,0,1,0.001,3,0.003,0,0,1,0.002
Region 0,Region 68,2,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,2,0.002,1,0.001,0,0,1,0.001,0,0,1,0.001,0,0,0,0,0,0
Region 0,Region 69,0,0,1,0.004,0,0,0,0,1,0.015,0,0,0,0,2,0.008,0,0,1,0.001,4,0.003,5,0.005,1,0.001,1,0.001,2,0.003,2,0.002,2,0.003,1,0.001,1,0.001,1,0.001,2,0.002,5,0.005,0,0,2,0.004
Region 0,Region 70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 71,8,0.016,3,0.012,1,0.007,0,0,0,0,0,0,0,0,0,0,3,0.007,7,0.01,21,0.018,21,0.021,11,0.014,8,0.011,14,0.018,10,0.012,13,0.017,14,0.016,18,0.016,28,0.027,15,0.014,18,0.02,12,0.018,11,0.02
Region 0,Region 72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,2,0.005,7,0.01,4,0.003,1,0.001,2,0.003,1,0.001,0,0,1,0.001,0,0,1,0.001,1,0.001,2,0.002,3,0.003,1,0.001,1,0.001,0,0
Region 0,Region 77,1,0.002,1,0.004,2,0.013,0,0,0,0,0,0,0,0,1,0.004,0,0,1,0.001,7,0.006,5,0.005,5,0.006,3,0.004,1,0.001,2,0.002,4,0.005,4,0.004,5,0.005,4,0.004,4,0.004,3,0.003,2,0.003,3,0.006
Region 0,Region 78,0,0,0,0,1,0.007,0,0,0,0,0,0,0,0,1,0.004,1,0.002,3,0.004,0,0,2,0.002,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,1,0.001,0,0,0,0
Region 0,Region 79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 82,6,0.012,6,0.024,0,0,2,0.022,0,0,1,0.016,0,0,1,0.004,2,0.005,3,0.004,2,0.002,6,0.006,7,0.009,2,0.003,6,0.008,15,0.018,7,0.009,8,0.009,15,0.014,20,0.019,15,0.014,7,0.008,11,0.016,9,0.017
Region 0,Region 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
