Origin,Destination,Date range: 2024-08-27 - 2024-08-27 Time range: 00:00 - 01:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 00:00 - 01:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 01:00 - 02:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 01:00 - 02:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 02:00 - 03:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 02:00 - 03:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 03:00 - 04:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 03:00 - 04:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 04:00 - 05:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 04:00 - 05:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 05:00 - 06:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 05:00 - 06:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 06:00 - 07:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 06:00 - 07:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 07:00 - 08:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 07:00 - 08:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 08:00 - 09:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 08:00 - 09:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 09:00 - 10:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 09:00 - 10:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 10:00 - 11:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 10:00 - 11:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 11:00 - 12:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 11:00 - 12:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 12:00 - 13:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 12:00 - 13:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 13:00 - 14:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 13:00 - 14:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 14:00 - 15:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 14:00 - 15:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 15:00 - 16:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 15:00 - 16:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 16:00 - 17:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 16:00 - 17:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 17:00 - 18:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 17:00 - 18:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 18:00 - 19:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 18:00 - 19:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 19:00 - 20:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 19:00 - 20:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 20:00 - 21:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 20:00 - 21:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 21:00 - 22:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 21:00 - 22:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 22:00 - 23:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 22:00 - 23:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 23:00 - 00:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 23:00 - 00:00 Percent
Region 0,Region 15,2,0.012,0,0,1,0.015,0,0,1,0.009,2,0.008,8,0.016,10,0.013,6,0.007,6,0.008,7,0.012,11,0.019,5,0.008,5,0.008,5,0.008,7,0.01,11,0.016,8,0.01,13,0.018,7,0.013,4,0.009,3,0.008,1,0.004,4,0.022
Region 0,Region 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,1,0.002,1,0.002,2,0.003,0,0,2,0.003,0,0,2,0.003,2,0.004,0,0,1,0.003,0,0,0,0
Region 0,Region 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,1,0.002,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 19,1,0.006,0,0,0,0,0,0,1,0.009,0,0,0,0,1,0.001,1,0.001,1,0.001,1,0.002,0,0,0,0,0,0,1,0.002,0,0,0,0,1,0.001,0,0,0,0,1,0.002,0,0,0,0,0,0
Region 0,Region 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 21,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,1,0.001,4,0.006,1,0.002,0,0,3,0.005,3,0.005,3,0.005,0,0,3,0.004,6,0.008,4,0.005,2,0.004,3,0.007,2,0.005,2,0.008,0,0
Region 0,Region 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 23,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,2,0.003,0,0,1,0.001,0,0,0,0,0,0,0,0,1,0.006
Region 0,Region 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.004,1,0.001,0,0,1,0.002,1,0.002,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0
Region 0,Region 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,2,0.004,1,0.002,0,0,0,0,0,0
Region 0,Region 28,0,0,0,0,0,0,0,0,1,0.009,0,0,1,0.002,0,0,0,0,1,0.001,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 29,1,0.006,1,0.011,0,0,0,0,0,0,1,0.004,0,0,1,0.001,0,0,2,0.003,0,0,0,0,2,0.003,2,0.003,2,0.003,2,0.003,1,0.001,2,0.003,2,0.003,1,0.002,2,0.005,0,0,1,0.004,0,0
Region 0,Region 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0
Region 0,Region 31,0,0,0,0,1,0.015,0,0,0,0,1,0.004,0,0,0,0,0,0,1,0.001,1,0.002,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,0,0
Region 0,Region 33,0,0,0,0,0,0,0,0,0,0,0,0,2,0.004,1,0.001,4,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 34,0,0,0,0,0,0,0,0,0,0,0,0,2,0.004,0,0,1,0.001,1,0.001,0,0,0,0,0,0,0,0,2,0.003,1,0.001,1,0.001,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0
Region 0,Region 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 36,1,0.006,1,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0
Region 0,Region 37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0
Region 0,Region 38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,2,0.003,0,0,1,0.002,1,0.002,2,0.003,0,0,2,0.003,3,0.004,0,0,1,0.002,1,0.002,0,0,0,0,0,0
Region 0,Region 39,1,0.006,1,0.011,2,0.03,1,0.014,0,0,0,0,1,0.002,4,0.005,16,0.019,3,0.004,5,0.009,4,0.007,5,0.008,7,0.011,5,0.008,7,0.01,16,0.023,9,0.012,7,0.01,6,0.011,6,0.014,2,0.005,1,0.004,2,0.011
Region 0,Region 40,0,0,0,0,0,0,0,0,1,0.009,1,0.004,0,0,3,0.004,3,0.004,1,0.001,1,0.002,2,0.003,1,0.002,2,0.003,0,0,1,0.001,1,0.001,4,0.005,1,0.001,0,0,2,0.005,1,0.003,0,0,0,0
Region 0,Region 41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,1,0.001,1,0.001,0,0,1,0.002,1,0.002,0,0,1,0.004,0,0
Region 0,Region 42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 43,0,0,0,0,0,0,1,0.014,0,0,0,0,1,0.002,1,0.001,2,0.002,1,0.001,3,0.005,4,0.007,5,0.008,2,0.003,2,0.003,1,0.001,1,0.001,6,0.008,1,0.001,1,0.002,1,0.002,2,0.005,0,0,0,0
Region 0,Region 44,0,0,0,0,0,0,1,0.014,0,0,0,0,0,0,2,0.003,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.002,0,0,0,0,0,0,1,0.002,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 46,0,0,0,0,0,0,0,0,1,0.009,1,0.004,0,0,1,0.001,1,0.001,0,0,1,0.002,0,0,1,0.002,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0
Region 0,Region 47,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,1,0.001,0,0,0,0,1,0.002,1,0.002,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,1,0.001,0,0,0,0,0,0,2,0.003,1,0.002,1,0.001,3,0.004,2,0.003,2,0.003,0,0,1,0.002,1,0.003,0,0,0,0
Region 0,Region 49,0,0,0,0,0,0,1,0.014,0,0,0,0,0,0,1,0.001,2,0.002,0,0,1,0.002,0,0,0,0,1,0.002,0,0,2,0.003,3,0.004,0,0,0,0,0,0,2,0.005,2,0.005,1,0.004,1,0.006
Region 0,Region 50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.003,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0
Region 0,Region 55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,1,0.001,0,0,1,0.001,0,0,0,0,1,0.003,0,0,0,0
Region 0,Region 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 58,3,0.018,1,0.011,0,0,0,0,0,0,0,0,2,0.004,4,0.005,3,0.004,4,0.006,3,0.005,3,0.005,3,0.005,0,0,4,0.006,3,0.004,2,0.003,1,0.001,5,0.007,1,0.002,1,0.002,0,0,2,0.008,0,0
Region 0,Region 59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0
Region 0,Region 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 61,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,1,0.001,3,0.004,0,0,1,0.002,0,0,2,0.003,0,0,0,0,0,0,2,0.003,1,0.001,1,0.001,1,0.002,0,0,0,0,0,0,0,0
Region 0,Region 62,0,0,1,0.011,0,0,0,0,1,0.009,0,0,2,0.004,4,0.005,13,0.015,8,0.011,3,0.005,6,0.01,6,0.01,9,0.015,10,0.016,11,0.016,8,0.012,11,0.014,15,0.02,6,0.011,4,0.009,2,0.005,4,0.015,2,0.011
Region 0,Region 63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,2,0.002,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,2,0.003,3,0.004,2,0.003,2,0.004,0,0,0,0,0,0,0,0
Region 0,Region 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,2,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0
Region 0,Region 67,1,0.006,1,0.011,0,0,0,0,0,0,1,0.004,3,0.006,1,0.001,2,0.002,1,0.001,1,0.002,0,0,0,0,2,0.003,1,0.002,1,0.001,3,0.004,4,0.005,2,0.003,1,0.002,1,0.002,0,0,0,0,1,0.006
Region 0,Region 68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,2,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 0,Region 72,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,2,0.003,0,0,1,0.002,1,0.002,4,0.006,2,0.003,0,0,0,0,2,0.003,0,0,0,0,0,0,0,0,0,0
Region 1,Region 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,2,0.005,1,0.004,0,0
Region 1,Region 1,121,0.727,58,0.637,38,0.569,12,0.171,16,0.136,47,0.182,95,0.194,237,0.301,376,0.439,469,0.664,391,0.67,473,0.811,546,0.889,467,0.76,440,0.707,558,0.814,546,0.786,754,0.97,858,1.167,595,1.096,529,1.218,426,1.166,295,1.12,205,1.133
Region 1,Region 2,3,0.018,2,0.022,1,0.015,1,0.014,0,0,0,0,3,0.006,2,0.003,5,0.006,4,0.006,7,0.012,5,0.009,7,0.011,3,0.005,13,0.021,8,0.012,4,0.006,5,0.006,15,0.02,10,0.018,6,0.014,5,0.014,10,0.038,3,0.017
Region 1,Region 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.004,0,0,0,0,1,0.002,2,0.003,1,0.002,3,0.005,3,0.004,5,0.007,4,0.005,3,0.004,2,0.004,2,0.005,2,0.005,2,0.008,4,0.022
Region 1,Region 4,2,0.012,1,0.011,0,0,1,0.014,0,0,1,0.004,2,0.004,3,0.004,1,0.001,1,0.001,0,0,2,0.003,1,0.002,0,0,1,0.002,2,0.003,2,0.003,3,0.004,6,0.008,2,0.004,2,0.005,2,0.005,3,0.011,1,0.006
Region 1,Region 5,0,0,1,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,2,0.003,2,0.003,1,0.002,2,0.003,4,0.006,2,0.003,1,0.001,1,0.002,2,0.005,0,0,0,0,1,0.006
Region 1,Region 6,0,0,0,0,1,0.015,0,0,0,0,1,0.004,0,0,3,0.004,1,0.001,0,0,1,0.002,1,0.002,1,0.002,6,0.01,8,0.013,10,0.015,10,0.014,10,0.013,3,0.004,4,0.007,3,0.007,6,0.016,5,0.019,1,0.006
Region 1,Region 7,1,0.006,1,0.011,1,0.015,0,0,0,0,1,0.004,2,0.004,4,0.005,1,0.001,0,0,0,0,2,0.003,3,0.005,0,0,3,0.005,2,0.003,2,0.003,2,0.003,5,0.007,3,0.006,1,0.002,1,0.003,1,0.004,0,0
Region 1,Region 8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,2,0.002,0,0,3,0.005,3,0.005,1,0.002,1,0.002,3,0.005,1,0.001,3,0.004,3,0.004,5,0.007,3,0.006,0,0,2,0.005,2,0.008,0,0
Region 1,Region 9,2,0.012,0,0,0,0,0,0,0,0,0,0,3,0.006,4,0.005,1,0.001,4,0.006,3,0.005,2,0.003,4,0.007,6,0.01,8,0.013,3,0.004,3,0.004,6,0.008,5,0.007,7,0.013,3,0.007,4,0.011,2,0.008,1,0.006
